@relation corpus_total_ngram
@attribute 'pos_sequence' string
@attribute 'xClasse' {apprenants,natifs}
@data
"ADJ NOUN NOUN PUNCT PROPN PUNCT PROPN PRON ADP PRON VERB CCONJ PRON PRON VERB DET ADJ NOUN PUNCT ADV PUNCT DET NOUN ADP PRON PRON PRON VERB PUNCT NOUN VERB ADP VERB DET NOUN ADJ ADP DET NOUN PUNCT AUX VERB DET ADJ SCONJ PRON VERB VERB DET NOUN PUNCT DET NOUN ADP DET NOUN PUNCT DET NOUN NOUN ADJ DET ADJ NOUN PUNCT PRON ADV ADP NOUN ADJ CCONJ ADJ PUNCT ADP VERB PUNCT SCONJ PRON DET NOUN PUNCT DET NOUN PROPN DET NOUN VERB DET NOUN ADP NOUN NOUN ADP DET NOUN PUNCT PRON PRON VERB ADP VERB DET NOUN ADP DET NOUN PUNCT PRON VERB ADV VERB NOUN ADJ ADJ PUNCT ADV DET NOUN ADJ ADJ PUNCT ADP NOUN PUNCT PRON NOUN VERB VERB DET NOUN VERB NOUN PUNCT ADP VERB ADP ADV ADP ADV ADP PRON PRON VERB PUNCT VERB ADJ NOUN CCONJ DET NOUN ADP DET NOUN PUNCT ADV ADV ADP PRON VERB VERB DET NOUN ADP DET NOUN ADJ PUNCT ADV PUNCT PRON ADJ DET NOUN VERB AUX VERB ADV ADV ADV SCONJ DET ADJ VERB DET NOUN PUNCT CCONJ ADP DET NOUN PUNCT ADJ AUX ADJ SCONJ PRON PRON VERB DET NOUN ADP ADV NOUN ADJ PUNCT PRON PRON AUX ADJ ADP PRON PUNCT ADP VERB PUNCT DET NOUN AUX VERB PUNCT PRON VERB ADJ ADJ ADP DET NOUN PUNCT ADJ NOUN SCONJ PRON PROPN PRON VERB PUNCT NOUN ADV PUNCT",apprenants
"ADJ NOUN PRON PRON VERB ADP VERB DET NOUN VERB DET NOUN ADP NOUN ADP NOUN PUNCT DET NOUN AUX ADV ADV SCONJ DET ADJ NOUN PUNCT PRON VERB DET NOUN NOUN CCONJ ADJ ADP DET NOUN PUNCT VERB PUNCT DET NOUN VERB ADP NOUN ADP ADJ NOUN CCONJ VERB DET NOUN ADP ADJ NOUN PUNCT ADP NOUN PUNCT DET NOUN ADJ DET NOUN VERB VERB VERB PRON AUX VERB NOUN ADP PRON NOUN PUNCT CCONJ ADV PUNCT PRON VERB ADP DET NOUN ADJ PUNCT CCONJ ADV PUNCT DET NOUN VERB ADP NOUN PUNCT SCONJ PRON VERB DET NOUN ADJ DET NOUN DET NOUN NOUN NOUN PUNCT ADP DET NOUN ADJ PUNCT DET NOUN VERB ADP DET NOUN ADJ ADP DET NOUN PUNCT DET NOUN PUNCT DET NOUN ADP VERB DET NOUN ADP NOUN NUM NOUN NOUN ADP DET ADJ ADV ADP DET NOUN ADJ PUNCT VERB DET NOUN DET NOUN ADP DET NOUN ADJ PUNCT ADP NOUN PUNCT DET NOUN VERB ADP NOUN ADP DET NOUN ADP NOUN ADJ PUNCT ADV PUNCT PRON PRON VERB ADP VERB DET NOUN CCONJ ADP VERB DET NOUN PUNCT ADP DET NOUN ADP DET NOUN PROPN PUNCT NOUN ADV PUNCT",apprenants
"PRON VERB VERB ADP ADV ADV VERB DET NOUN ADJ PUNCT PRON VERB VERB DET NOUN ADP ADJ DET NOUN PUNCT ADP DET NOUN ADJ PUNCT DET NOUN NOUN VERB ADJ DET NOUN ADJ ADP NOUN CCONJ ADJ NOUN ADJ ADJ PUNCT DET NOUN VERB ADP DET NOUN PROPN VERB NOUN NOUN PUNCT DET NOUN ADJ PUNCT DET NOUN AUX ADV ADV VERB DET ADJ NOUN ADP DET NOUN CCONJ ADV VERB ADV ADP NOUN ADP NOUN CCONJ VERB DET NOUN ADP NOUN PRON NOUN VERB DET NOUN ADP ADV ADP NOUN PUNCT PRON VERB ADV DET NOUN VERB DET NOUN ADP NOUN PUNCT PRON VERB ADV VERB DET NOUN ADP NOUN ADP NOUN ADV PUNCT ADP DET PRON VERB VERB DET NOUN ADP NOUN ADP NOUN ADJ PUNCT",apprenants
"NOUN DET NOUN ADP ADV SCONJ VERB ADJ ADP DET NOUN ADJ ADP DET NOUN PUNCT PRON PRON VERB ADP VERB DET NOUN VERB DET NOUN ADJ ADP NOUN ADP NOUN ADP NOUN PUNCT DET NOUN ADV ADV SCONJ DET ADJ NOUN PUNCT AUX DET NOUN ADP DET NOUN ADJ PUNCT ADP DET NOUN ADJ PUNCT DET NOUN VERB ADP NOUN ADP NOUN ADJ PUNCT SCONJ DET NOUN VERB NOUN NOUN NOUN ADJ PUNCT VERB ADP DET NOUN ADJ ADP PRON AUX VERB PUNCT PRON VERB ADV DET NOUN NOUN ADJ PUNCT VERB DET NOUN ADV PUNCT ADP DET NOUN ADJ PUNCT ADP PRON PUNCT DET NOUN VERB DET NOUN ADJ ADP VERB DET NOUN PUNCT ADV PUNCT ADP DET NOUN ADJ PUNCT DET NOUN VERB ADV PUNCT NOUN PROPN PUNCT NOUN ADP NOUN PROPN X PUNCT AUX VERB DET NOUN VERB ADV ADP DET NOUN ADJ PUNCT ADP ADV PUNCT DET ADJ NOUN PUNCT ADV ADJ PUNCT PRON VERB DET NOUN ADJ ADP VERB DET NOUN CCONJ VERB DET NOUN PUNCT ADP DET NOUN PUNCT ADJ PUNCT VERB DET NOUN VERB ADP VERB DET NOUN ADP NOUN ADP NOUN VERB ADP ADJ NOUN PUNCT PRON PRON VERB ADP VERB DET NOUN ADP DET NOUN ADJ CCONJ ADP NOUN ADJ ADP PRON VERB PUNCT VERB VERB PUNCT NOUN DET NOUN PUNCT DET NOUN ADP DET NOUN NOUN PUNCT",apprenants
"ADP NOUN NOUN ADP NOUN DET NOUN PUNCT NUM PUNCT NOUN ADP NOUN PUNCT PROPN NUM NOUN NOUN NOUN NOUN NOUN NOUN NUM NUM NOUN DET NOUN PRON PRON NOUN ADP PRON VERB ADP NOUN ADP NOUN NOUN PUNCT NUM X X X NOUN DET NOUN ADJ ADP PROPN PROPN PROPN AUX PUNCT PRON PRON VERB ADP PRON VERB ADV ADP PRON VERB ADP NOUN SCONJ DET NOUN ADP ADJ NOUN NOUN ADP DET NOUN ADP AUX VERB VERB DET NOUN ADJ PUNCT PRON PRON VERB DET NOUN PUNCT ADP NOUN PUNCT DET NOUN AUX VERB DET NOUN ADJ ADP DET NOUN CCONJ VERB ADP ADV ADP ADV DET NOUN DET NOUN PUNCT DET NOUN VERB DET NOUN ADP DET NOUN PUNCT PRON VERB ADJ SCONJ PRON PRON VERB DET NOUN PUNCT ADP NOUN DET NOUN PRON PRON VERB ADV VERB ADV ADP NOUN PUNCT PRON PRON VERB DET NOUN ADP NOUN ADP DET NOUN CCONJ DET ADJ VERB ADP DET NOUN PUNCT ADV PUNCT DET NOUN ADJ AUX DET NOUN ADP VERB DET NOUN ADP NOUN PUNCT PRON VERB ADP ADJ NOUN PRON VERB CCONJ VERB ADP ADJ NOUN ADP ADJ NOUN PUNCT PRON VERB VERB ADV ADP NOUN ADP ADV DET NOUN ADP NOUN ADJ NOUN PUNCT DET NOUN PUNCT ADP NOUN PUNCT ADV PRON VERB VERB ADP NOUN ADJ ADP VERB DET NOUN CCONJ ADP DET NOUN PUNCT DET NOUN PRON AUX NOUN PUNCT CCONJ PRON VERB DET NOUN ADP NOUN CCONJ PRON VERB ADJ ADP NOUN ADP DET NOUN ADP VERB DET NOUN CCONJ ADP VERB DET NOUN NOUN ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADV ADP DET NOUN CCONJ DET NOUN PUNCT ADV DET NOUN PUNCT PRON PRON VERB DET NOUN ADP DET NOUN CCONJ DET NOUN ADP NOUN ADP VERB DET NOUN ADJ ADP DET ADJ NOUN PUNCT PRON VERB ADJ SCONJ PRON VERB NOUN ADP NOUN ADJ CCONJ PRON NOUN ADV VERB PUNCT NOUN DET NOUN PUNCT NOUN NOUN ADP DET NOUN NOUN PUNCT PROPN ADJ",apprenants
"NOUN NOUN PUNCT PROPN PUNCT PRON AUX DET NOUN PRON VERB ADP DET NOUN CCONJ PRON PRON VERB ADP VERB DET NOUN PUNCT PRON PRON VERB DET NOUN ADP DET NOUN PUNCT ADP NOUN PUNCT PRON VERB SCONJ DET NOUN AUX DET NOUN ADJ ADV ADJ PUNCT PRON VERB ADV ADV DET NOUN ADP DET NOUN PUNCT CCONJ ADV DET NOUN ADP DET NOUN PUNCT PRON VERB DET NOUN PRON PRON PRON AUX CCONJ ADP PRON PRON VERB PUNCT ADP ADV PUNCT DET NOUN ADP PRON AUX VERB ADV ADP ADJ NOUN PUNCT PRON VERB DET ADJ NOUN PUNCT PRON VERB DET NOUN ADP DET NOUN VERB CCONJ PRON VERB VERB ADP DET ADJ VERB ADP DET NOUN PUNCT DET NOUN PUNCT ADV PUNCT DET NOUN ADJ AUX DET NOUN ADP PRON VERB ADP PRON ADJ PUNCT DET NOUN PRON PRON VERB ADJ PUNCT DET NOUN PRON NOUN PUNCT ADP NOUN PUNCT DET NOUN VERB DET NOUN ADP NOUN ADJ DET NOUN PUNCT PRON AUX DET NOUN ADP PRON ADP VERB ADP DET NOUN PUNCT ADV PUNCT DET NOUN AUX ADV DET NOUN ADJ PUNCT PRON ADP NOUN VERB PRON VERB PUNCT PRON VERB VERB ADP DET ADJ NOUN ADP DET NOUN PUNCT CCONJ PUNCT PRON AUX ADV DET NOUN ADP VERB DET ADJ VERB DET NOUN PUNCT ADV ADP DET NOUN ADP DET NOUN PUNCT PRON VERB SCONJ PRON PRON VERB DET NOUN PRON AUX VERB ADP DET NOUN PUNCT PRON VERB VERB ADP PRON ADP VERB DET NOUN PUNCT DET NOUN NOUN PUNCT PROPN NUM",apprenants
"NOUN ADP NOUN DET NOUN PUNCT PROPN PUNCT PRON AUX VERB VERB SCONJ DET NOUN VERB VERB DET ADJ NOUN ADJ PUNCT VERB ADV PUNCT PRON AUX ADP DET NOUN PUNCT PRON PRON VERB DET NOUN PUNCT ADV PUNCT DET NOUN ADP DET NOUN ADV ADJ PUNCT ADP DET NOUN PUNCT DET NOUN ADP ADV DET NOUN ADP DET NOUN PUNCT DET NOUN PUNCT ADP DET NOUN PUNCT PRON VERB VERB DET NOUN VERB DET ADJ NOUN PUNCT PRON VERB VERB DET NOUN ADV ADJ PUNCT ADV PUNCT DET NOUN ADJ ADP VERB DET NOUN ADJ ADP DET NOUN PUNCT PRON ADJ VERB PRON VERB ADP VERB ADP NOUN PUNCT SCONJ PRON VERB DET NOUN PUNCT PRON VERB ADV ADV ADP NOUN ADP NOUN PUNCT ADP DET NOUN ADP NOUN ADJ PUNCT DET NOUN VERB ADV ADP NOUN PRON VERB DET NOUN ADP DET NOUN PUNCT ADV PUNCT DET NOUN PRON VERB ADV ADP DET NOUN VERB NOUN ADP VERB DET NOUN ADP VERB PUNCT ADP NOUN PUNCT DET NOUN AUX ADV VERB DET NOUN PUNCT ADV PUNCT ADP DET NOUN PRON VERB ADP DET ADJ NOUN PUNCT PRON AUX ADV VERB ADP VERB DET NOUN ADJ PUNCT ADV PUNCT DET NOUN ADP DET NOUN AUX VERB PUNCT ADV ADJ PUNCT PRON ADV VERB ADV ADP VERB DET NOUN PUNCT ADP NOUN PUNCT DET NOUN AUX DET NOUN NOUN PUNCT ADV PUNCT ADP DET NOUN PUNCT DET NOUN VERB VERB DET NOUN ADP PRON VERB PUNCT PRON VERB ADV ADP NOUN ADP ADV VERB ADJ ADP NOUN ADJ PUNCT ADP VERB PRON NOUN PUNCT PRON VERB SCONJ PRON VERB VERB DET NOUN PUNCT DET NOUN",apprenants
"NOUN DET NOUN PUNCT PRON PRON VERB ADP NOUN ADP DET NOUN PROPN VERB DET NOUN ADJ ADJ PRON VERB VERB DET NOUN ADP NOUN VERB PUNCT ADV SCONJ VERB ADP DET ADJ ADJ PUNCT PRON VERB SCONJ DET NOUN AUX ADJ ADP NOUN ADJ PUNCT ADJ CCONJ ADJ ADP DET NOUN PUNCT DET NOUN AUX DET NOUN ADP DET NOUN ADJ ADP DET NOUN PUNCT ADP NOUN ADP NUM ADJ NOUN PUNCT PRON AUX VERB DET NOUN ADV NOUN CCONJ DET NOUN ADV ADP DET NOUN PUNCT VERB DET NOUN PROPN NOUN ADJ CCONJ DET NOUN ADP NOUN ADJ PUNCT PROPN NOUN ADJ PUNCT DET NOUN ADP NOUN ADP NOUN NOUN AUX VERB DET NOUN ADJ PRON VERB ADP DET NOUN ADJ VERB ADP DET NOUN PUNCT ADP PRON PRON VERB DET NOUN PUNCT DET NOUN VERB DET NOUN ADP ADJ NOUN PUNCT ADP NOUN PUNCT ADP DET NOUN ADJ PUNCT DET NOUN ADP DET NOUN ADJ AUX VERB DET NOUN ADP NUM NOUN ADP DET NOUN ADP NOUN ADP NUM NOUN ADP DET NOUN PUNCT ADP ADV PUNCT DET ADJ ADJ ADV ADP NOUN PUNCT ADV DET NOUN NOUN CCONJ VERB ADP NOUN ADP DET NOUN PUNCT PRON PRON VERB ADP VERB DET NOUN ADJ SCONJ NOUN ADJ ADJ CCONJ NOUN NOUN ADP DET NOUN PUNCT VERB VERB PUNCT NOUN DET NOUN PUNCT DET NOUN NOUN PUNCT",apprenants
"PROPN NOUN PUNCT PRON AUX ADV VERB SCONJ VERB DET NOUN NOUN ADP VERB DET NOUN ADP NOUN AUX AUX VERB ADP DET NOUN PUNCT ADV PUNCT DET NOUN AUX DET NOUN ADJ ADP DET ADJ NOUN PUNCT VERB DET ADJ ADJ ADP DET NOUN CCONJ NOUN DET NOUN NOUN PUNCT PRON ADJ ADV NOUN NOUN ADJ ADP DET NOUN PUNCT VERB ADP DET NOUN PUNCT ADV PUNCT PRON VERB DET ADJ NOUN PUNCT PRON VERB ADP DET NOUN ADJ PUNCT VERB ADV ADV ADJ NOUN ADP DET NOUN PUNCT VERB DET NOUN ADJ PUNCT ADV PUNCT DET NOUN VERB AUX NOUN NOUN ADP NOUN NOUN PUNCT PRON VERB NOUN NOUN ADJ PUNCT DET NOUN VERB ADP DET NOUN PUNCT ADJ PUNCT NOUN CCONJ NOUN PUNCT ADJ AUX DET ADJ NOUN ADP NOUN ADP DET NOUN CCONJ PRON VERB VERB DET NOUN PUNCT ADP ADP DET NOUN ADV VERB PUNCT PRON PRON VERB ADV ADP VERB DET NOUN ADP NOUN PUNCT CCONJ PRON VERB ADV ADV ADJ ADP DET NOUN PUNCT NOUN PUNCT",apprenants
"NOUN DET NOUN PUNCT DET NOUN ADP DET NOUN ADP VERB ADP DET NOUN ADJ AUX VERB DET ADJ NOUN VERB ADP DET ADJ NOUN ADJ PRON VERB AUX VERB PUNCT NOUN VERB ADV PRON VERB VERB DET NOUN ADP NOUN ADV DET NOUN ADP DET NOUN PUNCT ADP NOUN ADP DET NUM ADJ NOUN PUNCT DET NOUN ADP NOUN PUNCT DET NOUN ADP DET NOUN VERB ADV ADP VERB ADV ADV NOUN ADP NOUN ADJ ADV SCONJ NOUN CCONJ ADP PRON VERB ADV NOUN ADP DET NOUN PUNCT ADP ADJ NOUN PRON ADP NOUN ADJ PUNCT PUNCT NOUN VERB PUNCT SCONJ PRON PRON VERB DET NOUN ADP NOUN PUNCT ADP NUM CCONJ PUNCT ADP NUM PUNCT PRON VERB DET NOUN ADP NUM NOUN PUNCT DET DET NOUN PUNCT ADP NUM PUNCT PUNCT ADP ADV PUNCT DET NOUN AUX ADV VERB PUNCT PRON PRON VERB DET NOUN ADP ADJ DET NOUN CCONJ ADP DET NOUN PUNCT CCONJ ADV ADP NOUN ADP DET NOUN CCONJ ADP NOUN ADJ PUNCT DET NOUN NOUN PUNCT DET PROPN PUNCT DET PROPN PUNCT NOUN PROPN PUNCT DET NOUN PUNCT ADV PUNCT PUNCT ADP ADV PUNCT PRON ADV VERB VERB NOUN ADJ ADJ ADP NOUN PUNCT DET NOUN ADP PROPN NOUN PRON NOUN NOUN ADJ ADP NOUN ADP ADJ NOUN PUNCT ADJ AUX ADV DET NOUN ADJ ADP PROPN SCONJ SCONJ ADP PROPN PUNCT DET NOUN ADJ AUX ADV VERB ADP NOUN CCONJ VERB ADP DET NOUN ADJ NOUN PUNCT PUNCT DET NOUN ADP PROPN NOUN AUX DET ADP DET ADJ ADJ ADP DET NOUN ADP NOUN ADJ ADJ PUNCT DET NOUN PUNCT DET NOUN ADJ ADP NOUN ADP ADJ CCONJ ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT ADP NOUN CCONJ ADP PROPN PUNCT ADP NOUN PUNCT DET NOUN ADP NOUN CCONJ ADV DET NOUN ADP ADJ VERB ADJ PUNCT NOUN ADP DET NOUN PUNCT DET NOUN CCONJ ADP NOUN AUX DET NOUN ADP VERB ADP DET NOUN CCONJ NOUN NOUN PUNCT ADV VERB NOUN PRON NOUN PUNCT ADV PUNCT PRON ADV VERB ADV VERB ADP VERB DET NOUN ADJ CCONJ ADJ PRON VERB NOUN ADP DET NOUN ADV VERB PUNCT DET NOUN ADP VERB DET NOUN VERB VERB DET NOUN ADJ ADP NOUN CCONJ ADP ADJ NOUN SCONJ SCONJ DET NOUN DET NOUN ADP VERB DET NOUN ADP NOUN ADJ ADP VERB ADP DET NOUN ADP NOUN ADJ PUNCT DET NOUN AUX ADJ ADP DET NOUN ADJ PUNCT DET NOUN ADP PROPN PROPN PROPN PUNCT NOUN NOUN ADP PROPN PUNCT ADP DET NOUN ADJ PUNCT DET NOUN ADJ PUNCT DET NOUN CCONJ DET NOUN ADJ PUNCT ADP PRON PUNCT PRON AUX VERB ADV VERB DET NOUN ADP DET NOUN ADJ ADP DET NOUN ADP NOUN PUNCT NOUN VERB ADV PUNCT ADP NOUN ADP ADJ DET NOUN ADP DET NOUN PUNCT PRON PRON NOUN ADP ADV VERB ADV ADP NOUN ADJ CCONJ ADP VERB DET NOUN ADJ ADP NOUN PUNCT ADP DET NOUN ADP DET ADJ PUNCT PRON PRON NOUN ADP NOUN PUNCT NOUN DET NOUN PUNCT DET NOUN ADP DET NOUN ADJ PUNCT PROPN ADJ",apprenants
"NOUN CCONJ NOUN PROPN PUNCT PRON AUX DET PRON ADP NOUN PRON VERB ADP DET NOUN PUNCT DET NOUN ADJ AUX ADV DET NOUN ADV ADJ PRON VERB DET NOUN CCONJ PRON PRON VERB DET NOUN ADP VERB DET NOUN PUNCT VERB VERB ADP VERB DET NOUN ADJ PUNCT ADV PUNCT DET NOUN VERB DET NOUN NOUN ADP VERB DET NOUN ADJ CCONJ ADP VERB DET NOUN PUNCT DET NOUN SCONJ DET NOUN AUX VERB NOUN PUNCT DET NOUN AUX ADV VERB VERB CCONJ DET NOUN AUX VERB PUNCT DET NOUN VERB VERB DET NOUN CCONJ DET NOUN ADV VERB DET ADJ ADJ PUNCT ADP NOUN PUNCT PRON PUNCT PRON AUX VERB PUNCT NOUN ADP DET NOUN PUNCT PRON AUX VERB ADP VERB ADJ NOUN ADJ ADJ PUNCT PRON PRON AUX VERB AUX VERB ADP DET NOUN ADJ PUNCT PRON PRON AUX VERB ADV PUNCT ADV PUNCT ADP DET NOUN ADJ PUNCT VERB PRON ADP NOUN CCONJ ADP NOUN ADP DET NOUN PUNCT DET NOUN VERB AUX VERB PUNCT DET NOUN VERB DET NOUN ADJ ADJ ADP DET NOUN PUNCT DET PRON ADP DET NOUN AUX VERB PUNCT PRON AUX VERB SCONJ PRON VERB ADV ADP NOUN SCONJ ADP ADJ SCONJ DET NOUN VERB NOUN PUNCT PRON AUX DET ADV DET NOUN ADP VERB ADV ADP NOUN ADJ PUNCT ADP VERB DET NOUN PUNCT PRON VERB VERB ADP VERB DET ADV ADP NOUN ADP NOUN PRON VERB DET NOUN ADP DET NOUN PUNCT NOUN ADV VERB VERB DET NOUN PUNCT PRON PRON VERB AUX ADP NOUN ADP DET NOUN PUNCT NOUN ADP VERB ADP NOUN ADP DET NOUN PUNCT ADV PUNCT",apprenants
"NOUN DET NOUN PUNCT PRON PRON VERB ADP NOUN ADP DET NOUN ADV ADJ PUNCT PROPN AUX VERB ADP DET NOUN ADJ SCONJ DET NOUN AUX ADP VERB DET ADJ NOUN NOUN ADJ PRON VERB DET NOUN ADP NOUN NOUN PUNCT CCONJ DET ADJ AUX VERB ADV ADV PRON PUNCT CCONJ ADV DET NOUN ADP NOUN ADP DET NOUN PUNCT ADV PUNCT PRON VERB SCONJ DET NOUN AUX ADV ADJ PUNCT ADV PUNCT PRON VERB DET NOUN ADP DET NOUN PUNCT DET NOUN VERB PRON VERB NOUN ADP VERB DET NOUN ADP NOUN ADP NOUN PUNCT DET NOUN PUNCT CCONJ DET NOUN ADP ADJ ADP NOUN PRON ADP NOUN ADJ DET ADV NOUN CCONJ ADJ PUNCT VERB AUX VERB ADP DET NOUN ADJ PUNCT ADV PUNCT PRON VERB VERB ADP NOUN NOUN CCONJ DET NOUN ADP DET NOUN PUNCT DET NOUN ADP DET NOUN VERB ADV ADV VERB ADV SCONJ PRON VERB DET NOUN ADV ADJ CCONJ ADJ PUNCT VERB DET NOUN PUNCT DET NOUN VERB DET ADJ NOUN ADJ PUNCT PRON VERB ADV VERB DET NOUN PRON VERB DET ADJ NOUN ADP NOUN NOUN CCONJ ADP DET NOUN ADP DET NOUN CCONJ ADV DET NOUN PRON ADP NOUN NOUN ADJ VERB VERB DET ADJ NOUN PUNCT CCONJ ADP NOUN PUNCT PRON VERB DET NOUN ADJ ADP DET NOUN PUNCT DET NOUN PUNCT DET NOUN PRON PRON PRON AUX ADV ADJ PUNCT PRON VERB SCONJ NOUN NOUN ADP DET NOUN VERB ADV ADV NOUN CCONJ ADV NOUN PUNCT CCONJ PRON VERB SCONJ PRON VERB VERB ADP NOUN NOUN ADP NOUN CCONJ ADP NOUN ADJ PUNCT ADP NOUN PUNCT ADJ DET NOUN AUX VERB PUNCT NOUN PUNCT NOUN DET NOUN PUNCT NOUN NOUN ADP DET NOUN ADJ PUNCT",apprenants
"NOUN DET NOUN PUNCT ADJ AUX ADP DET NOUN NOUN CCONJ DET NOUN VERB SCONJ PRON PRON VERB NOUN ADJ VERB DET ADJ ADJ VERB DET ADJ NOUN ADP NOUN ADP NOUN ADP DET NOUN PUNCT ADP ADV SCONJ DET NOUN VERB CCONJ ADJ ADP NOUN PUNCT PRON VERB PRON VERB DET NOUN ADP PRON DET NOUN VERB DET NOUN ADJ ADP DET NOUN ADJ CCONJ DET NOUN ADJ NOUN PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN AUX ADJ ADP NOUN ADP PROPN PUNCT DET NOUN ADP PROPN VERB DET NOUN ADP NOUN ADP NOUN PUNCT CCONJ NOUN NOUN ADP NOUN ADJ ADP NOUN ADV PUNCT DET NOUN ADP PROPN VERB DET ADJ NOUN ADP DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN ADP DET NOUN PUNCT ADP DET NOUN PUNCT NOUN NOUN ADP NOUN ADP PROPN AUX DET NOUN ADP VERB DET NOUN CCONJ VERB ADP NOUN ADJ PUNCT DET NOUN ADV ADJ NOUN ADP NOUN CCONJ ADJ AUX DET NOUN ADP VERB NOUN ADP DET NOUN VERB ADP ADV ADP NOUN CCONJ DET NOUN VERB DET NOUN ADJ PUNCT ADJ AUX DET NOUN ADP DET NOUN ADP PROPN PUNCT NOUN",apprenants
"NOUN PUNCT PRON AUX VERB SCONJ DET NOUN ADP DET VERB VERB AUX VERB PUNCT PRON VERB SCONJ PRON AUX DET NOUN NOUN ADP DET NOUN CCONJ NOUN ADJ PUNCT ADV PUNCT DET NOUN AUX DET ADJ NOUN ADP DET NOUN ADJ ADP DET NOUN PUNCT ADJ AUX DET NOUN PRON VERB DET NOUN ADP NOUN PUNCT ADP ADV PUNCT DET NOUN AUX VERB DET ADJ ADP NOUN DET NOUN PUNCT PRON PRON VERB VERB ADP ADJ ADP DET NOUN ADP DET NOUN PUNCT DET ADV ADJ AUX SCONJ DET NOUN ADJ VERB DET NOUN ADJ ADP DET NOUN PUNCT VERB ADP DET NOUN ADJ PUNCT PRON VERB SCONJ DET NOUN ADJ VERB DET NOUN CCONJ DET NOUN ADP ADJ DET NOUN PUNCT ADV PUNCT PRON VERB SCONJ DET NOUN ADJ ADP VERB NOUN VERB ADP NOUN ADP PROPN PUNCT ADV VERB SCONJ DET NOUN AUX DET NOUN ADP NOUN PUNCT ADV SCONJ DET NOUN AUX ADJ PUNCT DET NOUN ADP NOUN NOUN AUX VERB ADP NOUN NOUN ADP NOUN PUNCT PRON PRON VERB DET NOUN PUNCT VERB ADP NOUN CCONJ VERB ADP NOUN PUNCT DET NOUN VERB VERB ADP DET NOUN SCONJ ADJ PUNCT ADV PROPN PRON ADV PRON VERB ADV PUNCT PRON PRON VERB VERB SCONJ DET NOUN AUX ADV ADJ ADP DET NOUN PUNCT SCONJ NOUN PRON VERB DET NOUN PUNCT PRON ADV VERB ADV DET NOUN PUNCT",apprenants
"PROPN PUNCT PRON AUX DET NOUN ADP DET NOUN PUNCT PRON NOUN ADJ ADP PRON VERB PUNCT CCONJ NOUN NOUN PRON PRON VERB VERB AUX ADV ADJ ADP PRON PUNCT PRON VERB NOUN ADP DET NOUN PUNCT SCONJ PRON PRON ADV PUNCT DET NOUN ADP DET NOUN ADP NOUN VERB PUNCT DET NOUN VERB DET ADJ NOUN PUNCT ADP DET NOUN ADP NOUN PUNCT DET NOUN ADJ AUX VERB DET NOUN ADJ ADP PRON PRON NOUN CCONJ ADV ADP DET NOUN ADP DET NOUN PUNCT ADV PUNCT ADP NOUN ADP DET ADJ ADJ PUNCT DET NOUN AUX VERB ADP DET NOUN PUNCT PRON PRON AUX ADV ADJ PUNCT VERB VERB SCONJ DET NOUN ADJ VERB NOUN ADP DET NOUN ADP DET NOUN PUNCT ADP NOUN ADP PRON PUNCT SCONJ PRON VERB DET NOUN ADV DET NOUN ADJ PUNCT NOUN NOUN VERB ADP NOUN DET NOUN ADJ PUNCT VERB NOUN NOUN CCONJ DET NOUN ADJ PUNCT NOUN ADP DET ADJ NOUN PUNCT DET AUX PRON VERB ADP NOUN ADP NOUN VERB ADP NUM NOUN ADJ NOUN PUNCT PRON VERB NOUN NOUN ADP DET NOUN ADV SCONJ VERB VERB NOUN NOUN ADJ PUNCT DET NOUN ADJ SCONJ DET NOUN PUNCT DET NOUN CCONJ DET NOUN AUX VERB ADP NOUN ADP NOUN ADJ PUNCT ADV ADP DET NOUN ADP DET NOUN ADJ PUNCT DET NOUN AUX VERB DET NOUN ADJ PUNCT PRON VERB ADP ADJ DET NOUN PUNCT DET CCONJ DET NOUN PUNCT DET NOUN ADP VERB ADV DET NOUN ADJ PUNCT X PRON DET NOUN ADJ PUNCT NOUN VERB DET NOUN ADP DET NOUN ADP NOUN CCONJ DET NOUN PRON PRON VERB PUNCT DET NOUN AUX ADV ADP ADV ADJ ADP NOUN ADJ PUNCT PRON PRON ADP NOUN ADP PRON VERB ADP NOUN PUNCT SCONJ ADV PRON VERB VERB DET NOUN ADP DET NOUN CCONJ VERB DET NOUN VERB ADP ADV ADP NOUN PUNCT PRON AUX DET NOUN NOUN ADP DET NOUN PUNCT NOUN ADV ADP DET NOUN PUNCT VERB ADJ PUNCT DET NOUN NOUN PUNCT NUM PROPN",apprenants
